Order ID,Order Date,Ship Date,Ship Mode,Customer ID
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,AC-10615
CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225
CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465
CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825
CA-2015-127509,11/9/2015,11/13/2015,Standard Class,AS-10090
US-2017-147221,12/2/2017,12/4/2017,Second Class,JS-16030
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955
CA-2017-165386,8/3/2017,8/4/2017,First Class,CM-12190
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705
CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510
CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995
CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595
CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595
CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130
CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130
CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650
CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910
US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525
CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325
CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365
CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260
CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470
CA-2014-123295,7/18/2014,7/18/2014,Same Day,AH-10120
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080
CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080
CA-2015-159786,10/12/2015,10/17/2015,Second Class,RK-19300
CA-2017-158246,11/9/2017,11/11/2017,First Class,JB-15400
CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005
CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120
US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345
CA-2015-156377,12/31/2015,1/5/2016,Standard Class,TB-21625
CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635
US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160
CA-2014-141607,12/12/2014,12/17/2014,Standard Class,WB-21850
US-2017-139969,11/19/2017,11/26/2017,Standard Class,AF-10870
US-2016-120460,4/30/2016,5/5/2016,Standard Class,BF-11170
CA-2016-141019,5/14/2016,5/14/2016,Same Day,LH-17155
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920
US-2017-137491,11/19/2017,11/25/2017,Standard Class,LC-16930
CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010
CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010
CA-2017-143063,8/10/2017,8/15/2017,Standard Class,IL-15100
US-2014-165659,6/1/2014,6/6/2014,Standard Class,LT-17110
CA-2015-138002,9/6/2015,9/12/2015,Standard Class,BT-11305
CA-2015-128860,6/29/2015,7/5/2015,Standard Class,SC-20725
CA-2017-107874,11/21/2017,11/25/2017,Standard Class,SW-20275
CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505
CA-2015-131884,12/6/2015,12/6/2015,Same Day,DK-13375
CA-2016-106383,3/19/2016,3/21/2016,Second Class,BT-11440
CA-2016-139157,10/1/2016,10/5/2016,Standard Class,GM-14680
CA-2017-157091,6/26/2017,7/1/2017,Standard Class,DB-13405
CA-2017-166849,4/20/2017,4/26/2017,Standard Class,SJ-20125
CA-2016-164091,9/17/2016,9/22/2016,Standard Class,LA-16780
CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610
CA-2017-122994,2/6/2017,2/9/2017,First Class,MV-17485
CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850
CA-2014-157882,10/3/2014,10/8/2014,Second Class,AR-10405
CA-2014-157882,10/3/2014,10/8/2014,Second Class,AR-10405
CA-2014-104283,6/27/2014,7/1/2014,Standard Class,LM-17065
CA-2017-142622,10/30/2017,11/2/2017,First Class,JK-15625
CA-2017-142622,10/30/2017,11/2/2017,First Class,JK-15625
CA-2017-142622,10/30/2017,11/2/2017,First Class,JK-15625
CA-2017-115154,1/8/2017,1/11/2017,First Class,RS-19420
CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160
CA-2017-127929,12/23/2017,12/27/2017,Standard Class,FM-14215
CA-2015-113145,11/1/2015,11/5/2015,Standard Class,VD-21670
CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800
CA-2016-115574,12/23/2016,12/24/2016,First Class,BP-11185
US-2017-120418,6/11/2017,6/12/2017,First Class,BC-11125
CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825
CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575
US-2015-147739,12/25/2015,12/29/2015,Standard Class,JD-16150
US-2014-143231,12/31/2014,1/3/2015,First Class,GM-14455
CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110
CA-2015-111514,8/31/2015,9/2/2015,First Class,SC-20260
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340
US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060
CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990
US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555
CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020
CA-2016-159940,7/7/2016,7/11/2016,Second Class,BF-11020
CA-2016-118052,5/6/2016,5/10/2016,Standard Class,BE-11455
US-2015-127040,12/6/2015,12/10/2015,Standard Class,SG-20605
US-2016-110170,9/27/2016,10/3/2016,Standard Class,HM-14860
CA-2017-155985,3/23/2017,3/25/2017,First Class,BE-11335
CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970
CA-2016-156300,12/29/2016,1/2/2017,Standard Class,TB-21595
CA-2015-146087,7/6/2015,7/11/2015,Standard Class,PP-18955
US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935
CA-2016-169922,6/11/2016,6/17/2016,Standard Class,MZ-17515
CA-2017-129805,12/28/2017,1/2/2018,Standard Class,HM-14860
CA-2014-148586,3/25/2014,4/1/2014,Standard Class,AZ-10750
CA-2017-140053,7/3/2017,7/10/2017,Standard Class,CA-12265
CA-2014-164210,11/18/2014,11/20/2014,Second Class,PW-19240
CA-2017-139948,7/17/2017,7/22/2017,Standard Class,SW-20455
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870
CA-2016-119165,10/31/2016,11/6/2016,Standard Class,BD-11320
US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935
US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935
CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225
CA-2017-102750,9/4/2017,9/8/2017,Second Class,GM-14695
CA-2017-126067,8/28/2017,9/3/2017,Standard Class,KN-16705
CA-2016-146206,9/10/2016,9/14/2016,Second Class,KT-16480
CA-2014-136644,6/16/2014,6/22/2014,Standard Class,SC-20575
CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645
CA-2016-124506,11/11/2016,11/17/2016,Standard Class,BB-11545
CA-2017-123134,5/2/2017,5/7/2017,Standard Class,DW-13585
CA-2015-168746,1/27/2015,1/29/2015,Second Class,SV-20365
CA-2015-113404,7/16/2015,7/16/2015,Same Day,EM-13810
CA-2015-113404,7/16/2015,7/16/2015,Same Day,EM-13810
CA-2016-144792,4/30/2016,5/4/2016,Standard Class,KD-16615
US-2016-114174,9/8/2016,9/14/2016,Standard Class,AP-10720
CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745
CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105
US-2016-126844,10/8/2016,10/14/2016,Standard Class,BW-11110
CA-2015-147788,5/31/2015,6/4/2015,Standard Class,TM-21010
CA-2017-123967,11/1/2017,11/3/2017,Second Class,SF-20200
CA-2017-145128,7/9/2017,7/14/2017,Standard Class,SM-20320
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485
CA-2017-131695,6/30/2017,7/6/2017,Standard Class,RA-19285
US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110
US-2016-115455,9/8/2016,9/14/2016,Standard Class,SE-20110
CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780
CA-2016-165848,6/4/2016,6/4/2016,Same Day,EN-13780
CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590
CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590
CA-2016-137204,4/28/2016,5/5/2016,Standard Class,BO-11350
CA-2014-147298,4/26/2014,5/3/2014,Standard Class,AG-10300
US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295
US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295
US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295
CA-2015-116750,7/5/2015,7/10/2015,Second Class,BF-10975
CA-2017-108441,6/12/2017,6/18/2017,Standard Class,SB-20170
CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170
CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400
CA-2014-131002,9/7/2014,9/12/2014,Second Class,TB-21400
US-2016-146794,9/26/2016,10/1/2016,Standard Class,SH-19975
CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225
CA-2015-135538,12/24/2015,12/28/2015,Standard Class,HR-14830
CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995
US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310
CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525
CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795
CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320
CA-2015-121797,1/30/2015,2/6/2015,Standard Class,CC-12145
CA-2017-132430,10/9/2017,10/11/2017,First Class,CP-12085
CA-2014-110030,12/6/2014,12/8/2014,Second Class,LF-17185
CA-2017-149888,11/7/2017,11/13/2017,Standard Class,EP-13915
CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350
CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645
CA-2014-149244,11/4/2014,11/8/2014,Standard Class,MS-17530
CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770
CA-2014-155887,5/12/2014,5/17/2014,Standard Class,KT-16480
US-2014-141257,6/8/2014,6/14/2014,Standard Class,CS-11950
CA-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995
CA-2016-146171,3/11/2016,3/15/2016,Standard Class,JP-16135
CA-2017-158967,12/10/2017,12/12/2017,First Class,BT-11680
CA-2015-138534,7/17/2015,7/19/2015,Second Class,JM-15535
CA-2017-108322,4/30/2017,5/5/2017,Standard Class,SS-20140
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790
US-2014-117744,12/2/2014,12/6/2014,Standard Class,MD-17860
US-2014-117744,12/2/2014,12/6/2014,Standard Class,MD-17860
CA-2014-154599,4/12/2014,4/17/2014,Standard Class,KN-16450
CA-2017-143329,11/3/2017,11/8/2017,Standard Class,DL-13330
CA-2015-122623,9/7/2015,9/11/2015,Standard Class,CC-12145
CA-2015-148635,7/25/2015,7/27/2015,Second Class,MH-18025
CA-2015-148635,7/25/2015,7/27/2015,Second Class,MH-18025
CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175
CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175
CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175
CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940
CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940
CA-2016-160500,5/5/2016,5/8/2016,First Class,DM-13015
US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070
US-2014-125521,3/14/2014,3/19/2014,Standard Class,CK-12325
US-2016-162852,12/27/2016,12/31/2016,Standard Class,BG-11695
CA-2017-157854,4/8/2017,4/15/2017,Standard Class,DM-13345
CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935
CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935
CA-2016-128594,8/26/2016,8/29/2016,First Class,DJ-13510
CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370
CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380
CA-2017-143861,6/12/2017,6/19/2017,Standard Class,LC-16885
CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275
US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995
US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995
CA-2016-130799,11/11/2016,11/16/2016,Second Class,BK-11260
US-2016-159856,10/18/2016,10/22/2016,Standard Class,EP-13915
CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845
CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105
US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240
CA-2016-153577,6/27/2016,7/1/2016,Standard Class,KH-16330
CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200
CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200
CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195
CA-2017-128629,7/10/2017,7/14/2017,Second Class,BP-11155
CA-2017-143434,11/18/2017,11/24/2017,Standard Class,ME-17320
CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220
CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150
CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150
CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150
CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100
CA-2016-166443,11/4/2016,11/5/2016,First Class,LH-17020
CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175
CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140
CA-2017-134915,11/12/2017,11/12/2017,Same Day,EM-14140
CA-2017-123638,6/27/2017,7/4/2017,Standard Class,MA-17995
CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555
CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555
CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555
CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640
CA-2017-167941,11/6/2017,11/9/2017,Second Class,JF-15565
CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675
CA-2017-139773,12/4/2017,12/4/2017,Same Day,DV-13045
CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370
CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575
CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565
US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960
CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045
CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400
CA-2016-124772,12/5/2016,12/6/2016,First Class,JG-15160
US-2015-138919,9/17/2015,9/21/2015,Standard Class,LS-16975
US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115
CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095
CA-2017-124674,11/17/2017,11/23/2017,Standard Class,JB-16000
CA-2017-169054,4/22/2017,4/26/2017,Standard Class,MO-17800
CA-2017-116855,12/17/2017,12/21/2017,Standard Class,AI-10855
CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955
US-2016-114293,11/21/2016,11/26/2016,Standard Class,JH-16180
US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605
CA-2017-101749,10/3/2017,10/8/2017,Standard Class,AS-10045
US-2016-147991,5/5/2016,5/9/2016,Standard Class,ZD-21925
CA-2017-149559,9/11/2017,9/12/2017,Same Day,KF-16285
CA-2017-121419,4/2/2017,4/4/2017,First Class,TC-21475
US-2017-148054,10/6/2017,10/11/2017,Standard Class,NZ-18565
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010
CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895
CA-2015-126137,10/3/2015,10/8/2015,Standard Class,BS-11755
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375
CA-2017-118773,2/9/2017,2/14/2017,Standard Class,TP-21415
US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910
CA-2017-135692,4/27/2017,5/1/2017,Standard Class,CV-12805
CA-2017-131233,4/14/2017,4/19/2017,Standard Class,CS-12355
CA-2017-119578,12/22/2017,12/27/2017,Second Class,JG-15310
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610
CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975
US-2016-148110,9/5/2016,9/11/2016,Standard Class,AR-10825
CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845
CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385
CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810
CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435
CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675
US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465
US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915
CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950
CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950
CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900
CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900
CA-2017-131625,9/1/2017,9/5/2017,Second Class,BN-11515
CA-2016-140746,1/15/2016,1/15/2016,Same Day,RC-19825
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195
US-2016-127971,11/20/2016,11/27/2016,Standard Class,DW-13195
CA-2017-113355,12/1/2017,12/5/2017,Standard Class,SJ-20215
CA-2016-159730,9/17/2016,9/21/2016,Standard Class,SJ-20125
CA-2017-119389,4/17/2017,4/19/2017,First Class,BG-11740
US-2016-161844,12/9/2016,12/14/2016,Second Class,DK-12835
CA-2015-146038,2/9/2015,2/16/2015,Standard Class,SJ-20215
CA-2014-159478,9/30/2014,10/6/2014,Standard Class,MH-17785
CA-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595
US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950
CA-2016-162747,3/20/2016,3/25/2016,Second Class,AH-10030
US-2014-133130,9/27/2014,10/1/2014,Standard Class,TH-21100
CA-2017-169978,12/24/2017,12/28/2017,Standard Class,HG-15025
CA-2017-161739,11/10/2017,11/15/2017,Second Class,EB-13750
CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505
CA-2015-120810,7/23/2015,7/27/2015,Standard Class,TH-21550
CA-2017-122595,12/14/2017,12/20/2017,Standard Class,GM-14455
US-2017-109253,8/21/2017,8/22/2017,First Class,PR-18880
US-2017-109253,8/21/2017,8/22/2017,First Class,PR-18880
CA-2016-145982,8/27/2016,9/1/2016,Second Class,TB-21055
US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650
US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310
US-2015-142020,6/4/2015,6/8/2015,Second Class,TC-21535
CA-2016-130050,7/16/2016,7/18/2016,Second Class,MC-17425
CA-2014-115161,1/31/2014,2/2/2014,First Class,LC-17050
CA-2015-115511,11/21/2015,11/25/2015,Standard Class,NW-18400
CA-2015-161718,12/4/2015,12/10/2015,Standard Class,SO-20335
CA-2015-161718,12/4/2015,12/10/2015,Standard Class,SO-20335
CA-2015-161718,12/4/2015,12/10/2015,Standard Class,SO-20335
CA-2017-103156,11/23/2017,11/24/2017,First Class,TD-20995
CA-2015-130659,12/4/2015,12/9/2015,Second Class,MS-17365
CA-2017-148404,10/7/2017,10/11/2017,Standard Class,Dp-13240
CA-2015-129700,5/4/2015,5/5/2015,First Class,LA-16780
CA-2017-168739,5/29/2017,6/5/2017,Standard Class,HZ-14950
US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795
US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795
US-2014-150119,4/23/2014,4/27/2014,Standard Class,LB-16795
CA-2015-150791,9/6/2015,9/13/2015,Standard Class,CC-12430
CA-2015-153381,9/24/2015,9/28/2015,Standard Class,DE-13255
US-2017-111024,7/3/2017,7/6/2017,Second Class,SZ-20035
CA-2017-148264,12/8/2017,12/9/2017,First Class,LF-17185
US-2015-100531,9/27/2015,9/29/2015,First Class,NM-18520
CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945
CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945
CA-2017-136448,9/16/2017,9/18/2017,First Class,AS-10090
US-2015-147242,9/10/2015,9/14/2015,Standard Class,EH-13765
CA-2016-146143,12/14/2016,12/19/2016,Standard Class,MC-17845
US-2016-150035,12/1/2016,12/5/2016,Standard Class,CL-11890
CA-2017-111815,3/3/2017,3/10/2017,Standard Class,EP-13915
CA-2016-131289,12/8/2016,12/14/2016,Standard Class,SP-20620
CA-2014-124023,4/7/2014,4/10/2014,First Class,PJ-19015
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610
CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600
CA-2015-157322,7/2/2015,7/6/2015,Standard Class,RH-19600
CA-2017-142034,9/24/2017,9/28/2017,Standard Class,KB-16240
CA-2016-107328,8/8/2016,8/15/2016,Standard Class,CA-12055
CA-2014-166863,6/20/2014,6/24/2014,Standard Class,SC-20020
CA-2017-140326,9/4/2017,9/6/2017,First Class,HW-14935
CA-2015-124975,6/22/2015,6/25/2015,First Class,MG-17875
CA-2016-157511,9/18/2016,9/20/2016,First Class,SV-20365
CA-2016-157511,9/18/2016,9/20/2016,First Class,SV-20365
CA-2017-155292,10/30/2017,11/1/2017,First Class,RD-19810
CA-2016-152555,3/29/2016,4/2/2016,Second Class,ME-17320
CA-2016-137176,9/9/2016,9/14/2016,Second Class,DB-12910
CA-2016-104157,7/25/2016,7/29/2016,Standard Class,MT-17815
CA-2015-121650,12/10/2015,12/16/2015,Standard Class,KD-16495
CA-2015-121650,12/10/2015,12/16/2015,Standard Class,KD-16495
CA-2014-102869,9/9/2014,9/14/2014,Second Class,LC-17140
CA-2014-159835,11/17/2014,11/24/2014,Standard Class,RB-19330
CA-2017-112956,8/21/2017,8/27/2017,Standard Class,TH-21550
CA-2017-112956,8/21/2017,8/27/2017,Standard Class,TH-21550
CA-2017-112529,11/19/2017,11/21/2017,First Class,SC-20770
CA-2014-159184,9/14/2014,9/19/2014,Standard Class,JC-15775
CA-2017-113530,5/19/2017,5/21/2017,Second Class,BC-11125
CA-2016-145177,11/10/2016,11/14/2016,Standard Class,PP-18955
CA-2015-128083,3/12/2015,3/17/2015,Standard Class,EB-13750
CA-2015-128083,3/12/2015,3/17/2015,Standard Class,EB-13750
CA-2017-154109,11/6/2017,11/11/2017,Standard Class,ML-17410
CA-2015-156440,12/5/2015,12/9/2015,Standard Class,MH-17620
CA-2015-132626,7/9/2015,7/14/2015,Standard Class,BT-11680
US-2015-131359,10/30/2015,11/2/2015,Second Class,FA-14230
CA-2015-151680,11/19/2015,11/21/2015,Second Class,TC-21475
CA-2017-169411,12/24/2017,12/29/2017,Standard Class,AC-10615
CA-2016-126543,1/9/2016,1/13/2016,Second Class,MF-17665
CA-2014-120544,11/23/2014,11/27/2014,Standard Class,SS-20140
CA-2017-113670,10/15/2017,10/17/2017,First Class,RS-19765
CA-2017-166198,4/21/2017,4/24/2017,First Class,JW-15955
CA-2014-135608,12/8/2014,12/10/2014,Second Class,JK-15625
CA-2016-151155,12/20/2016,12/24/2016,Standard Class,AB-10255
CA-2017-168193,3/6/2017,3/11/2017,Second Class,RM-19750
CA-2016-149979,9/23/2016,9/28/2016,Second Class,RA-19915
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880
CA-2016-116799,3/3/2016,3/6/2016,First Class,JG-15310
CA-2015-167745,9/18/2015,9/23/2015,Standard Class,GB-14530
CA-2016-156251,8/13/2016,8/18/2016,Second Class,TS-21160
CA-2016-163153,3/21/2016,3/25/2016,Standard Class,DM-12955
CA-2014-153913,12/16/2014,12/20/2014,Second Class,KB-16585
CA-2016-155530,12/17/2016,12/21/2016,Standard Class,CM-12160
CA-2015-107937,5/3/2015,5/8/2015,Standard Class,JB-16045
US-2014-117163,1/27/2014,2/2/2014,Standard Class,EJ-13720
CA-2017-147760,11/4/2017,11/5/2017,First Class,KL-16555
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690
CA-2015-113628,11/12/2015,11/19/2015,Standard Class,AH-10690
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400
CA-2015-102582,9/15/2015,9/19/2015,Standard Class,NW-18400
CA-2017-141873,10/9/2017,10/14/2017,Standard Class,HG-14845
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540
CA-2017-141733,5/7/2017,5/11/2017,Standard Class,RW-19540
US-2015-111927,11/14/2015,11/19/2015,Standard Class,LS-17230
CA-2014-105984,11/24/2014,11/24/2014,Same Day,MY-18295
CA-2014-126760,7/26/2014,8/2/2014,Standard Class,KM-16720
CA-2014-126760,7/26/2014,8/2/2014,Standard Class,KM-16720
US-2014-109162,6/8/2014,6/12/2014,Standard Class,KE-16420
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370
CA-2015-127593,9/21/2015,9/21/2015,Same Day,DH-13675
US-2017-131849,6/6/2017,6/10/2017,Standard Class,GH-14410
CA-2017-154039,2/17/2017,2/22/2017,Standard Class,JK-16120
CA-2015-157133,11/28/2015,12/3/2015,Standard Class,LC-16885
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355
CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355
CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120
CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120
US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860
CA-2015-167010,4/5/2015,4/10/2015,Standard Class,VT-21700
