Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,NewOrderID,NewCustomerID
CA-2014-100090,2014-07-08,2014-07-12,Standard Class,EB-13705,CA-2014-100090-0,EB-13705-0
CA-2014-129938,2014-12-15,2014-12-17,Second Class,EB-13705,CA-2014-129938-0,EB-13705-1
CA-2015-128125,2015-03-31,2015-04-05,Standard Class,EB-13705,CA-2015-128125-0,EB-13705-2
CA-2016-128223,2016-06-14,2016-06-14,Same Day,EB-13705,CA-2016-128223-0,EB-13705-3
CA-2017-147277,2017-10-20,2017-10-24,Standard Class,EB-13705,CA-2017-147277-0,EB-13705-4
US-2015-115238,2015-04-30,2015-05-04,Standard Class,JW-15220,US-2015-115238-0,JW-15220-0
CA-2016-133935,2016-09-18,2016-09-22,Standard Class,JW-15220,CA-2016-133935-0,JW-15220-1
CA-2017-116113,2017-10-02,2017-10-06,Second Class,JW-15220,CA-2017-116113-0,JW-15220-2
CA-2017-139661,2017-10-30,2017-11-03,Standard Class,JW-15220,CA-2017-139661-0,JW-15220-3
US-2015-129007,2015-09-13,2015-09-15,First Class,KD-16615,US-2015-129007-0,KD-16615-0
CA-2016-144792,2016-04-30,2016-05-04,Standard Class,KD-16615,CA-2016-144792-0,KD-16615-1
CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,CA-2014-103989-0,MC-17605-0
US-2014-161613,2014-12-01,2014-12-03,Second Class,MC-17605,US-2014-161613-0,MC-17605-1
CA-2015-145394,2015-11-16,2015-11-20,Standard Class,MC-17605,CA-2015-145394-0,MC-17605-2
CA-2017-145142,2017-01-23,2017-01-25,First Class,MC-17605,CA-2017-145142-0,MC-17605-3
CA-2017-134810,2017-05-09,2017-05-10,First Class,MC-17605,CA-2017-134810-0,MC-17605-4
CA-2017-150091,2017-10-12,2017-10-16,Standard Class,NP-18670,CA-2017-150091-0,NP-18670-0
CA-2017-153045,2017-01-19,2017-01-24,Second Class,NS-18505,CA-2017-153045-0,NS-18505-0
CA-2017-129378,2017-10-01,2017-10-02,First Class,NS-18505,CA-2017-129378-0,NS-18505-1
CA-2015-130785,2015-09-05,2015-09-09,Standard Class,AG-10900,CA-2015-130785-0,AG-10900-0
CA-2015-136728,2015-09-13,2015-09-17,Second Class,AG-10900,CA-2015-136728-0,AG-10900-1
CA-2016-158435,2016-05-17,2016-05-18,First Class,AG-10900,CA-2016-158435-0,AG-10900-2
CA-2016-160108,2016-12-08,2016-12-12,Standard Class,AG-10900,CA-2016-160108-0,AG-10900-3
CA-2017-110198,2017-05-01,2017-05-02,First Class,AG-10900,CA-2017-110198-0,AG-10900-4
CA-2017-161557,2017-09-03,2017-09-08,Standard Class,AG-10900,CA-2017-161557-0,AG-10900-5
CA-2015-105725,2015-02-18,2015-02-24,Standard Class,GT-14755,CA-2015-105725-0,GT-14755-0
CA-2014-134061,2014-04-29,2014-05-04,Standard Class,LL-16840,CA-2014-134061-0,LL-16840-0
CA-2015-137974,2015-04-16,2015-04-18,First Class,LL-16840,CA-2015-137974-0,LL-16840-1
US-2014-112914,2014-09-25,2014-09-30,Standard Class,MT-18070,US-2014-112914-0,MT-18070-0
CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,CA-2017-140963-0,MT-18070-1
CA-2014-125997,2014-09-20,2014-09-23,First Class,MW-18220,CA-2014-125997-0,MW-18220-0
US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,US-2016-105578-0,MY-17380-0
CA-2017-132234,2017-10-16,2017-10-18,First Class,MY-17380,CA-2017-132234-0,MY-17380-1
US-2014-118997,2014-04-08,2014-04-12,Standard Class,RA-19885,US-2014-118997-0,RA-19885-0
US-2017-106145,2017-09-26,2017-09-26,Same Day,RA-19885,US-2017-106145-0,RA-19885-1
CA-2014-117765,2014-09-07,2014-09-13,Standard Class,RB-19465,CA-2014-117765-0,RB-19465-0
CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,CA-2016-115917-0,RB-19465-1
CA-2016-103107,2016-07-04,2016-07-04,Same Day,RB-19465,CA-2016-103107-0,RB-19465-2
US-2016-146066,2016-08-21,2016-08-23,Second Class,RB-19465,US-2016-146066-0,RB-19465-3
CA-2017-105823,2017-06-22,2017-06-26,Standard Class,RB-19465,CA-2017-105823-0,RB-19465-4
CA-2017-137456,2017-12-21,2017-12-21,Same Day,RB-19465,CA-2017-137456-0,RB-19465-5
CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,CA-2014-145317-0,SM-20320-0
CA-2017-145128,2017-07-09,2017-07-14,Standard Class,SM-20320,CA-2017-145128-0,SM-20320-1
CA-2017-167381,2017-09-22,2017-09-24,Second Class,EH-14005,CA-2017-167381-0,EH-14005-0
CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,CA-2015-142944-0,JL-15850-0
CA-2014-116190,2014-07-26,2014-08-01,Standard Class,SG-20470,CA-2014-116190-0,SG-20470-0
CA-2015-153535,2015-05-20,2015-05-24,Standard Class,SG-20470,CA-2015-153535-0,SG-20470-1
CA-2015-165799,2015-06-29,2015-07-02,First Class,SG-20470,CA-2015-165799-0,SG-20470-2
US-2017-102890,2017-06-30,2017-06-30,Same Day,SG-20470,US-2017-102890-0,SG-20470-3
CA-2014-164182,2014-07-14,2014-07-18,Standard Class,ST-20530,CA-2014-164182-0,ST-20530-0
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,CA-2017-158876-0,AB-10150-0
CA-2015-137512,2015-05-07,2015-05-12,Standard Class,AG-10675,CA-2015-137512-0,AG-10675-0
CA-2016-133368,2016-01-14,2016-01-20,Standard Class,AG-10675,CA-2016-133368-0,AG-10675-1
CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-10675,CA-2016-108987-0,AG-10675-2
US-2014-115189,2014-12-30,2015-01-03,Second Class,AR-10345,US-2014-115189-0,AR-10345-0
CA-2015-139374,2015-09-10,2015-09-14,Standard Class,AR-10345,CA-2015-139374-0,AR-10345-1
US-2015-146745,2015-09-03,2015-09-08,Standard Class,AS-10630,US-2015-146745-0,AS-10630-0
US-2016-155404,2016-09-22,2016-09-28,Standard Class,AS-10630,US-2016-155404-0,AS-10630-1
CA-2014-114251,2014-11-05,2014-11-10,Standard Class,MD-17350,CA-2014-114251-0,MD-17350-0
CA-2016-162383,2016-09-05,2016-09-11,Standard Class,MD-17350,CA-2016-162383-0,MD-17350-1
CA-2017-132290,2017-03-10,2017-03-14,Standard Class,MD-17350,CA-2017-132290-0,MD-17350-2
CA-2017-149181,2017-05-08,2017-05-12,Standard Class,MD-17350,CA-2017-149181-0,MD-17350-3
CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,CA-2016-168354-0,RH-19510-0
CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,CA-2015-128139-0,BD-11725-0
CA-2017-125472,2017-05-30,2017-05-31,First Class,BD-11725,CA-2017-125472-0,BD-11725-1
CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,CA-2017-168396-0,BD-11725-2
CA-2017-101574,2017-09-28,2017-10-04,Standard Class,BD-11725,CA-2017-101574-0,BD-11725-3
US-2015-123918,2015-10-15,2015-10-15,Same Day,CG-12520,US-2015-123918-0,CG-12520-0
CA-2016-152156,2016-11-08,2016-11-11,Second Class,CG-12520,CA-2016-152156-0,CG-12520-1
CA-2015-118843,2015-09-13,2015-09-20,Standard Class,JH-15910,CA-2015-118843-0,JH-15910-0
US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,US-2017-152380-0,JH-15910-1
CA-2014-144029,2014-05-26,2014-05-31,Standard Class,MM-18055,CA-2014-144029-0,MM-18055-0
US-2015-165743,2015-11-20,2015-11-23,Second Class,MM-18055,US-2015-165743-0,MM-18055-1
CA-2017-164378,2017-07-15,2017-07-18,Second Class,MM-18055,CA-2017-164378-0,MM-18055-2
US-2017-124968,2017-09-08,2017-09-13,Second Class,MM-18055,US-2017-124968-0,MM-18055-3
CA-2014-136861,2014-09-05,2014-09-07,First Class,PR-18880,CA-2014-136861-0,PR-18880-0
CA-2015-125563,2015-04-11,2015-04-17,Standard Class,PR-18880,CA-2015-125563-0,PR-18880-1
US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,US-2017-109253-0,PR-18880-2
CA-2017-162565,2017-12-11,2017-12-11,Same Day,RR-19315,CA-2017-162565-0,RR-19315-0
CA-2017-118857,2017-04-15,2017-04-18,First Class,AH-10075,CA-2017-118857-0,AH-10075-0
CA-2017-145702,2017-05-19,2017-05-24,Second Class,AH-10075,CA-2017-145702-0,AH-10075-1
CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,CA-2017-125451-0,AH-10075-2
CA-2014-149524,2014-01-14,2014-01-15,First Class,BS-11590,CA-2014-149524-0,BS-11590-0
US-2017-109610,2017-11-25,2017-11-30,Second Class,BS-11590,US-2017-109610-0,BS-11590-1
US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,US-2014-147606-0,JE-15745-0
US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,US-2015-134026-0,JE-15745-1
CA-2015-139731,2015-10-15,2015-10-15,Same Day,JE-15745,CA-2015-139731-0,JE-15745-2
US-2015-101511,2015-11-21,2015-11-23,Second Class,JE-15745,US-2015-101511-0,JE-15745-3
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,CA-2016-113621-0,JE-15745-4
CA-2017-108070,2017-04-16,2017-04-20,Standard Class,JE-15745,CA-2017-108070-0,JE-15745-5
CA-2017-129462,2017-06-16,2017-06-21,Second Class,JE-15745,CA-2017-129462-0,JE-15745-6
US-2017-141852,2017-11-09,2017-11-14,Standard Class,JE-15745,US-2017-141852-0,JE-15745-7
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,JE-16165,CA-2016-114489-0,JE-16165-0
US-2017-135503,2017-12-10,2017-12-15,Standard Class,JE-16165,US-2017-135503-0,JE-16165-1
CA-2017-117667,2017-12-04,2017-12-09,Standard Class,MS-17980,CA-2017-117667-0,MS-17980-0
CA-2014-166989,2014-11-14,2014-11-18,Standard Class,RM-19675,CA-2014-166989-0,RM-19675-0
CA-2015-146038,2015-02-09,2015-02-16,Standard Class,SJ-20215,CA-2015-146038-0,SJ-20215-0
CA-2015-161627,2015-07-06,2015-07-11,Standard Class,SJ-20215,CA-2015-161627-0,SJ-20215-1
CA-2017-100615,2017-04-20,2017-04-24,Standard Class,SJ-20215,CA-2017-100615-0,SJ-20215-2
CA-2017-113355,2017-12-01,2017-12-05,Standard Class,SJ-20215,CA-2017-113355-0,SJ-20215-3
CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,CA-2017-131828-0,CS-11845-0
CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,CA-2014-103317-0,DM-13525-0
CA-2015-132465,2015-09-11,2015-09-15,Second Class,DM-13525,CA-2015-132465-0,DM-13525-1
US-2015-123218,2015-12-20,2015-12-25,Standard Class,KD-16345,US-2015-123218-0,KD-16345-0
CA-2015-135272,2015-12-07,2015-12-12,Standard Class,MS-17830,CA-2015-135272-0,MS-17830-0
CA-2016-131296,2016-10-04,2016-10-09,Standard Class,MS-17830,CA-2016-131296-0,MS-17830-1
US-2016-112977,2016-03-10,2016-03-16,Standard Class,CJ-12010,US-2016-112977-0,CJ-12010-0
CA-2016-128818,2016-05-07,2016-05-11,Standard Class,CJ-12010,CA-2016-128818-0,CJ-12010-1
CA-2016-122392,2016-07-22,2016-07-27,Standard Class,CJ-12010,CA-2016-122392-0,CJ-12010-2
CA-2017-144491,2017-03-27,2017-04-01,Standard Class,CJ-12010,CA-2017-144491-0,CJ-12010-3
CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,CA-2017-102204-0,CJ-12010-4
CA-2014-163867,2014-06-03,2014-06-06,First Class,RE-19450,CA-2014-163867-0,RE-19450-0
CA-2015-142454,2015-08-15,2015-08-19,Standard Class,RE-19450,CA-2015-142454-0,RE-19450-1
CA-2015-157322,2015-07-02,2015-07-06,Standard Class,RH-19600,CA-2015-157322-0,RH-19600-0
CA-2015-109386,2015-11-08,2015-11-13,Second Class,RH-19600,CA-2015-109386-0,RH-19600-1
CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,CA-2015-164882-0,SG-20080-0
CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,CA-2014-120544-0,SS-20140-0
CA-2016-101168,2016-12-25,2017-01-01,Standard Class,SS-20140,CA-2016-101168-0,SS-20140-1
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,SS-20140,CA-2017-108322-0,SS-20140-2
CA-2017-164756,2017-09-18,2017-09-22,Standard Class,SS-20140,CA-2017-164756-0,SS-20140-3
US-2016-167339,2016-01-21,2016-01-23,Second Class,TD-20995,US-2016-167339-0,TD-20995-0
CA-2017-103156,2017-11-23,2017-11-24,First Class,TD-20995,CA-2017-103156-0,TD-20995-1
US-2015-153500,2015-07-03,2015-07-05,First Class,DG-13300,US-2015-153500-0,DG-13300-0
CA-2015-130848,2015-10-25,2015-10-25,Same Day,DG-13300,CA-2015-130848-0,DG-13300-1
CA-2014-103086,2014-10-17,2014-10-19,Second Class,EB-14170,CA-2014-103086-0,EB-14170-0
CA-2016-116337,2016-11-07,2016-11-12,Standard Class,MC-17845,CA-2016-116337-0,MC-17845-0
CA-2016-146143,2016-12-14,2016-12-19,Standard Class,MC-17845,CA-2016-146143-0,MC-17845-1
CA-2017-148446,2017-12-10,2017-12-14,Second Class,MC-17845,CA-2017-148446-0,MC-17845-2
US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,US-2014-117744-0,MD-17860-0
CA-2017-100055,2017-05-28,2017-06-01,Standard Class,MD-17860,CA-2017-100055-0,MD-17860-1
CA-2015-117086,2015-11-08,2015-11-12,Standard Class,QJ-19255,CA-2015-117086-0,QJ-19255-0
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,CA-2014-122882-0,SB-20290-0
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,CA-2016-111682-0,TB-21055-0
CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,CA-2016-145982-0,TB-21055-1
CA-2014-114517,2014-12-23,2014-12-27,Standard Class,TH-21235,CA-2014-114517-0,TH-21235-0
US-2017-118556,2017-05-28,2017-06-02,Second Class,TH-21235,US-2017-118556-0,TH-21235-1
CA-2014-131051,2014-12-01,2014-12-05,Standard Class,TR-21325,CA-2014-131051-0,TR-21325-0
CA-2016-110009,2016-09-08,2016-09-13,Standard Class,TR-21325,CA-2016-110009-0,TR-21325-1
US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,US-2017-119438-0,CD-11980-0
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,CS-12130,CA-2014-118962-0,CS-12130-0
CA-2015-112144,2015-06-28,2015-07-02,Standard Class,CY-12745,CA-2015-112144-0,CY-12745-0
US-2014-137155,2014-11-01,2014-11-05,Standard Class,DL-12925,US-2014-137155-0,DL-12925-0
CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,CA-2015-136798-0,DL-12925-1
CA-2015-112571,2015-09-22,2015-09-22,Same Day,DL-12925,CA-2015-112571-0,DL-12925-2
CA-2015-116484,2015-11-20,2015-11-26,Standard Class,JK-15205,CA-2015-116484-0,JK-15205-0
CA-2017-123491,2017-10-30,2017-11-05,Standard Class,JK-15205,CA-2017-123491-0,JK-15205-1
CA-2014-135608,2014-12-08,2014-12-10,Second Class,JK-15625,CA-2014-135608-0,JK-15625-0
CA-2015-113152,2015-12-25,2015-12-30,Standard Class,JK-15625,CA-2015-113152-0,JK-15625-1
CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,CA-2017-142622-0,JK-15625-2
US-2015-124219,2015-08-07,2015-08-08,First Class,KW-16570,US-2015-124219-0,KW-16570-0
US-2015-158589,2015-11-20,2015-11-24,Standard Class,KW-16570,US-2015-158589-0,KW-16570-1
CA-2017-160045,2017-04-26,2017-04-27,First Class,LB-16735,CA-2017-160045-0,LB-16735-0
CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,CA-2014-130673-0,MC-17590-0
CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,CA-2014-127446-0,MC-17590-1
CA-2016-113082,2016-09-12,2016-09-16,Standard Class,MC-17590,CA-2016-113082-0,MC-17590-2
CA-2016-151561,2016-09-01,2016-09-07,Standard Class,PG-18820,CA-2016-151561-0,PG-18820-0
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,CA-2016-144344-0,PG-18820-1
CA-2017-140186,2017-09-29,2017-10-02,First Class,PG-18820,CA-2017-140186-0,PG-18820-2
CA-2015-135251,2015-08-06,2015-08-10,Standard Class,RP-19270,CA-2015-135251-0,RP-19270-0
CA-2014-113383,2014-09-10,2014-09-13,First Class,SF-20065,CA-2014-113383-0,SF-20065-0
CA-2015-148495,2015-08-13,2015-08-13,Same Day,SF-20065,CA-2015-148495-0,SF-20065-1
US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,US-2017-156909-0,SF-20065-2
CA-2014-165764,2014-11-03,2014-11-07,Standard Class,SH-20395,CA-2014-165764-0,SH-20395-0
CA-2016-124506,2016-11-11,2016-11-17,Standard Class,BB-11545,CA-2016-124506-0,BB-11545-0
CA-2016-169838,2016-11-25,2016-11-29,Standard Class,BB-11545,CA-2016-169838-0,BB-11545-1
CA-2016-155166,2016-12-26,2017-01-02,Standard Class,BB-11545,CA-2016-155166-0,BB-11545-2
US-2017-118941,2017-08-12,2017-08-12,Same Day,BB-11545,US-2017-118941-0,BB-11545-3
CA-2017-102379,2017-12-02,2017-12-06,Standard Class,BB-11545,CA-2017-102379-0,BB-11545-4
US-2014-134733,2014-09-23,2014-09-28,Standard Class,BM-11650,US-2014-134733-0,BM-11650-0
CA-2015-100454,2015-11-20,2015-11-25,Standard Class,BM-11650,CA-2015-100454-0,BM-11650-1
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,CA-2017-102519-0,BM-11650-2
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,CA-2017-117212-0,BT-11530-0
US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,US-2015-159982-0,DR-12880-0
CA-2017-148810,2017-06-26,2017-07-01,Standard Class,DR-12880,CA-2017-148810-0,DR-12880-1
CA-2017-143574,2017-06-29,2017-07-02,First Class,DR-12880,CA-2017-143574-0,DR-12880-2
CA-2017-161956,2017-08-27,2017-08-29,Second Class,DR-12880,CA-2017-161956-0,DR-12880-3
CA-2014-133158,2014-08-19,2014-08-21,Second Class,DW-13195,CA-2014-133158-0,DW-13195-0
US-2016-127971,2016-11-20,2016-11-27,Standard Class,DW-13195,US-2016-127971-0,DW-13195-1
CA-2017-101581,2017-10-22,2017-10-27,Standard Class,DW-13195,CA-2017-101581-0,DW-13195-2
CA-2014-144414,2014-06-17,2014-06-21,Standard Class,GH-14425,CA-2014-144414-0,GH-14425-0
CA-2015-144806,2015-12-06,2015-12-11,Standard Class,GH-14425,CA-2015-144806-0,GH-14425-1
CA-2014-157721,2014-09-02,2014-09-05,First Class,JM-16195,CA-2014-157721-0,JM-16195-0
US-2016-117541,2016-11-14,2016-11-20,Standard Class,JM-16195,US-2016-117541-0,JM-16195-1
CA-2017-158169,2017-08-12,2017-08-15,First Class,JM-16195,CA-2017-158169-0,JM-16195-2
CA-2017-151008,2017-09-07,2017-09-08,First Class,JM-16195,CA-2017-151008-0,JM-16195-3
CA-2016-114748,2016-10-09,2016-10-14,Standard Class,MZ-17335,CA-2016-114748-0,MZ-17335-0
CA-2017-107314,2017-11-30,2017-12-03,First Class,MZ-17335,CA-2017-107314-0,MZ-17335-1
CA-2016-113243,2016-06-10,2016-06-15,Standard Class,OT-18730,CA-2016-113243-0,OT-18730-0
CA-2016-107783,2016-07-28,2016-07-29,First Class,OT-18730,CA-2016-107783-0,OT-18730-1
CA-2017-162173,2017-10-26,2017-11-01,Standard Class,OT-18730,CA-2017-162173-0,OT-18730-2
US-2014-112991,2014-12-10,2014-12-14,Standard Class,SH-19975,US-2014-112991-0,SH-19975-0
CA-2015-149083,2015-09-25,2015-09-30,Standard Class,SH-19975,CA-2015-149083-0,SH-19975-1
US-2016-115441,2016-07-25,2016-07-28,Second Class,SH-19975,US-2016-115441-0,SH-19975-2
US-2016-146794,2016-09-26,2016-10-01,Standard Class,SH-19975,US-2016-146794-0,SH-19975-3
CA-2017-101805,2017-12-01,2017-12-06,Standard Class,SH-19975,CA-2017-101805-0,SH-19975-4
CA-2014-119466,2014-12-15,2014-12-21,Standard Class,SP-20860,CA-2014-119466-0,SP-20860-0
US-2015-126753,2015-08-16,2015-08-20,Standard Class,SP-20860,US-2015-126753-0,SP-20860-1
CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,CA-2015-105158-0,SP-20860-2
CA-2015-103870,2015-12-27,2015-12-31,Standard Class,SP-20860,CA-2015-103870-0,SP-20860-3
US-2016-163881,2016-11-24,2016-11-30,Standard Class,SP-20860,US-2016-163881-0,SP-20860-4
CA-2015-105627,2015-03-08,2015-03-12,Standard Class,DK-12895,CA-2015-105627-0,DK-12895-0
CA-2017-108112,2017-11-15,2017-11-20,Standard Class,DK-12895,CA-2017-108112-0,DK-12895-1
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,CA-2014-115791-0,DL-13315-0
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,CA-2017-145226-0,DL-13315-1
CA-2014-119144,2014-11-16,2014-11-18,First Class,JD-16150,CA-2014-119144-0,JD-16150-0
US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,US-2015-163279-0,JD-16150-1
US-2015-147739,2015-12-25,2015-12-29,Standard Class,JD-16150,US-2015-147739-0,JD-16150-2
CA-2016-116911,2016-09-15,2016-09-20,Standard Class,JD-16150,CA-2016-116911-0,JD-16150-3
CA-2016-147067,2016-12-18,2016-12-22,Standard Class,JD-16150,CA-2016-147067-0,JD-16150-4
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,JD-16150,CA-2017-155880-0,JD-16150-5
CA-2016-132990,2016-08-01,2016-08-03,Second Class,KM-16660,CA-2016-132990-0,KM-16660-0
CA-2014-114321,2014-08-20,2014-08-25,Standard Class,NC-18535,CA-2014-114321-0,NC-18535-0
CA-2017-149881,2017-04-01,2017-04-03,First Class,NC-18535,CA-2017-149881-0,NC-18535-1
CA-2015-168564,2015-08-08,2015-08-08,Same Day,TT-21220,CA-2015-168564-0,TT-21220-0
US-2017-105935,2017-01-26,2017-01-31,Standard Class,BD-11500,US-2017-105935-0,BD-11500-0
US-2017-133312,2017-11-25,2017-11-29,Standard Class,BD-11500,US-2017-133312-0,BD-11500-1
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,DK-13090,CA-2015-110457-0,DK-13090-0
CA-2016-134334,2016-02-14,2016-02-15,First Class,DK-13090,CA-2016-134334-0,DK-13090-1
CA-2017-150910,2017-12-22,2017-12-28,Standard Class,JL-15130,CA-2017-150910-0,JL-15130-0
US-2016-106600,2016-04-08,2016-04-11,First Class,RM-19375,US-2016-106600-0,RM-19375-0
CA-2016-100965,2016-07-07,2016-07-11,Standard Class,RM-19375,CA-2016-100965-0,RM-19375-1
US-2014-123519,2014-12-14,2014-12-21,Standard Class,SS-20875,US-2014-123519-0,SS-20875-0
CA-2015-163965,2015-11-20,2015-11-27,Standard Class,SS-20875,CA-2015-163965-0,SS-20875-1
CA-2016-132304,2016-06-14,2016-06-18,Standard Class,AR-10825,CA-2016-132304-0,AR-10825-0
US-2016-148110,2016-09-05,2016-09-11,Standard Class,AR-10825,US-2016-148110-0,AR-10825-1
CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,CA-2016-160745-0,AR-10825-2
US-2017-108343,2017-07-20,2017-07-25,Standard Class,AR-10825,US-2017-108343-0,AR-10825-3
CA-2015-113971,2015-05-08,2015-05-14,Standard Class,CB-12535,CA-2015-113971-0,CB-12535-0
CA-2015-100146,2015-05-14,2015-05-19,Standard Class,CB-12535,CA-2015-100146-0,CB-12535-1
CA-2016-147585,2016-11-07,2016-11-12,Standard Class,CB-12535,CA-2016-147585-0,CB-12535-2
US-2014-137869,2014-03-28,2014-04-02,Standard Class,CV-12295,US-2014-137869-0,CV-12295-0
CA-2016-123120,2016-09-04,2016-09-08,Standard Class,CV-12295,CA-2016-123120-0,CV-12295-1
CA-2015-149748,2015-05-31,2015-06-02,Second Class,EM-13825,CA-2015-149748-0,EM-13825-0
CA-2016-136595,2016-09-05,2016-09-07,First Class,EM-13825,CA-2016-136595-0,EM-13825-1
CA-2017-122035,2017-07-20,2017-07-25,Standard Class,EM-13825,CA-2017-122035-0,EM-13825-2
US-2017-129441,2017-09-07,2017-09-11,Standard Class,JC-15340,US-2017-129441-0,JC-15340-0
CA-2017-143378,2017-09-19,2017-09-25,Standard Class,JR-16210,CA-2017-143378-0,JR-16210-0
CA-2017-141572,2017-05-28,2017-05-31,Second Class,LO-17170,CA-2017-141572-0,LO-17170-0
CA-2017-163860,2017-12-28,2018-01-01,Standard Class,LO-17170,CA-2017-163860-0,LO-17170-1
CA-2014-134551,2014-12-20,2014-12-25,Standard Class,TS-21505,CA-2014-134551-0,TS-21505-0
CA-2017-106747,2017-07-03,2017-07-04,First Class,TS-21505,CA-2017-106747-0,TS-21505-1
CA-2017-116946,2017-12-19,2017-12-23,Standard Class,TS-21505,CA-2017-116946-0,TS-21505-2
CA-2016-113656,2016-01-23,2016-01-29,Standard Class,CB-12415,CA-2016-113656-0,CB-12415-0
US-2017-158512,2017-01-12,2017-01-17,Second Class,DA-13450,US-2017-158512-0,DA-13450-0
CA-2015-156440,2015-12-05,2015-12-09,Standard Class,MH-17620,CA-2015-156440-0,MH-17620-0
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,CA-2017-100524-0,CM-12115-0
CA-2017-137414,2017-10-02,2017-10-06,Standard Class,CM-12115,CA-2017-137414-0,CM-12115-1
CA-2016-146374,2016-12-05,2016-12-10,Second Class,HE-14800,CA-2016-146374-0,HE-14800-0
CA-2017-140480,2017-07-08,2017-07-12,Standard Class,HE-14800,CA-2017-140480-0,HE-14800-1
CA-2017-143252,2017-12-18,2017-12-24,Standard Class,HE-14800,CA-2017-143252-0,HE-14800-2
US-2017-110996,2017-11-20,2017-11-25,Standard Class,KA-16525,US-2017-110996-0,KA-16525-0
CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,CA-2017-168641-0,KA-16525-1
CA-2014-115161,2014-01-31,2014-02-02,First Class,LC-17050,CA-2014-115161-0,LC-17050-0
CA-2016-118514,2016-02-03,2016-02-10,Standard Class,LC-17050,CA-2016-118514-0,LC-17050-1
CA-2017-137498,2017-09-09,2017-09-14,Second Class,LC-17050,CA-2017-137498-0,LC-17050-2
US-2017-119319,2017-11-06,2017-11-09,Second Class,LC-17050,US-2017-119319-0,LC-17050-3
CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,CA-2016-129280-0,SM-20905-0
CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,CA-2015-149342-0,TS-21160-0
CA-2016-120005,2016-03-03,2016-03-03,Same Day,TS-21160,CA-2016-120005-0,TS-21160-1
US-2016-152051,2016-06-25,2016-06-29,Standard Class,TS-21160,US-2016-152051-0,TS-21160-2
CA-2016-156251,2016-08-13,2016-08-18,Second Class,TS-21160,CA-2016-156251-0,TS-21160-3
US-2014-122021,2014-10-15,2014-10-17,First Class,AC-10660,US-2014-122021-0,AC-10660-0
