Order ID,Product ID,Sales,Quantity,Discount,Profit
CA-2015-157959,FUR-FU-10004093,136.92,4,0.0,41.076
CA-2017-105886,FUR-FU-10001037,18.96,2,0.0,8.532
US-2017-111423,FUR-CH-10003981,462.564,2,0.1,97.6524
CA-2017-161200,FUR-BO-10000468,145.74,3,0.0,23.3184
CA-2017-161200,FUR-FU-10001706,15.4,5,0.0,7.392
CA-2015-141768,FUR-FU-10002268,14.73,3,0.0,4.8609
CA-2016-112109,FUR-CH-10004287,662.88,3,0.2,74.574
CA-2017-157987,FUR-FU-10001196,11.54,2,0.0,3.462
CA-2017-157987,FUR-TA-10001889,254.526,1,0.4,-93.3262
CA-2017-157987,FUR-CH-10003379,1282.41,5,0.1,213.735
CA-2014-110408,FUR-CH-10003774,545.88,6,0.0,70.9644
CA-2016-112669,FUR-CH-10004086,933.536,4,0.2,105.0228
CA-2014-164721,FUR-FU-10001940,23.88,3,0.0,10.5072
CA-2015-127509,FUR-TA-10002855,1024.38,7,0.0,215.1198
US-2017-147221,FUR-FU-10004020,8.752,4,0.6,-3.7196
CA-2017-163510,FUR-CH-10001146,304.45,5,0.0,76.1125
CA-2017-165386,FUR-BO-10003034,183.372,2,0.3,-36.6744
CA-2016-145905,FUR-CH-10001854,350.98,1,0.0,84.2352
CA-2016-168354,FUR-CH-10004675,872.32,4,0.0,244.2496
CA-2015-114237,FUR-BO-10004409,141.96,2,0.0,39.7488
CA-2017-162481,FUR-CH-10003061,269.97,3,0.0,51.2943
CA-2015-122287,FUR-FU-10004973,75.36,5,0.2,20.724
CA-2015-142237,FUR-FU-10004848,289.8,7,0.2,36.225
CA-2015-142237,FUR-CH-10003833,341.488,8,0.3,-73.176
CA-2015-142237,FUR-FU-10003142,25.344,6,0.2,3.4848
CA-2016-136434,FUR-FU-10001196,17.31,3,0.0,5.193
CA-2017-120376,FUR-CH-10002335,1586.69,7,0.0,412.5394
CA-2017-120376,FUR-TA-10004534,411.8,2,0.0,70.006
CA-2014-106439,FUR-CH-10003833,146.352,3,0.2,-9.147
CA-2015-133452,FUR-TA-10003954,710.832,3,0.2,-97.7394
US-2017-110996,FUR-CH-10003956,283.92,5,0.2,-46.137
CA-2014-131051,FUR-FU-10001861,58.2,3,0.0,28.518
CA-2015-120103,FUR-FU-10002885,7.712,2,0.2,1.7352
CA-2017-166142,FUR-TA-10004607,310.443,3,0.3,-48.7839
CA-2014-145926,FUR-CH-10004289,479.9,5,0.0,81.583
CA-2014-123295,FUR-CH-10002372,259.136,4,0.2,-25.9136
CA-2015-164882,FUR-CH-10004218,323.136,4,0.2,20.196
CA-2015-164882,FUR-BO-10002213,425.833,1,0.15,20.0392
CA-2015-159786,FUR-TA-10001307,209.67,1,0.4,-13.978
CA-2017-158246,FUR-CH-10003061,215.976,3,0.2,-2.6997
CA-2017-167381,FUR-BO-10001972,241.96,2,0.0,41.1332
CA-2015-134859,FUR-FU-10003623,64.944,3,0.2,6.4944
US-2014-114188,FUR-FU-10000076,139.86,7,0.0,60.1398
CA-2015-156377,FUR-FU-10002364,14.76,5,0.6,-11.439
CA-2014-159520,FUR-TA-10003238,991.764,3,0.4,-347.1174
US-2016-152051,FUR-CH-10002965,422.058,3,0.3,-18.0882
CA-2014-141607,FUR-FU-10003975,43.31,1,0.0,4.331
US-2017-139969,FUR-CH-10001973,233.058,3,0.3,-53.2704
US-2016-120460,FUR-FU-10004973,22.608,3,0.6,-10.1736
CA-2016-141019,FUR-FU-10002937,79.384,1,0.2,29.769
CA-2016-154018,FUR-FU-10003394,139.92,5,0.6,-150.414
US-2017-137491,FUR-CH-10004675,305.312,2,0.3,-8.7232
CA-2016-128818,FUR-CH-10002084,442.764,4,0.1,59.0352
CA-2016-128818,FUR-FU-10001940,63.68,8,0.0,28.0192
CA-2017-143063,FUR-FU-10003708,121.3,2,0.0,25.473
US-2014-165659,FUR-FU-10001935,22.2,6,0.0,9.102
CA-2015-138002,FUR-FU-10004748,191.82,3,0.0,74.8098
CA-2015-128860,FUR-FU-10001473,20.104,1,0.2,1.7591
CA-2017-107874,FUR-FU-10003535,27.42,1,0.0,11.2422
CA-2017-129378,FUR-CH-10000553,108.608,4,0.2,9.5032
CA-2015-131884,FUR-CH-10004860,70.686,1,0.3,-24.2352
CA-2016-106383,FUR-BO-10002202,72.294,1,0.7,-98.8018
CA-2016-139157,FUR-TA-10003238,330.588,1,0.4,-115.7058
CA-2017-157091,FUR-FU-10000293,526.45,5,0.0,31.587
CA-2017-166849,FUR-FU-10004597,44.4,2,0.6,-52.17
CA-2016-164091,FUR-FU-10004952,109.48,2,0.0,33.9388
CA-2017-105214,FUR-CH-10000015,1212.96,7,0.2,90.972
CA-2017-122994,FUR-BO-10004015,359.97,3,0.0,79.1934
CA-2015-142944,FUR-FU-10000308,435.26,7,0.0,95.7572
CA-2014-157882,FUR-TA-10001866,143.432,1,0.2,3.5858
CA-2014-157882,FUR-CH-10002774,122.352,3,0.2,13.7646
CA-2014-104283,FUR-TA-10001039,85.98,1,0.0,22.3548
CA-2017-142622,FUR-CH-10003833,97.568,2,0.2,-6.098
CA-2017-142622,FUR-CH-10004289,614.272,8,0.2,-23.0352
CA-2017-142622,FUR-BO-10004467,199.98,2,0.0,37.9962
CA-2017-115154,FUR-TA-10001950,892.98,2,0.0,80.3682
CA-2015-149342,FUR-FU-10002937,595.38,6,0.0,297.69
CA-2017-127929,FUR-FU-10003708,181.95,3,0.0,38.2095
CA-2015-113145,FUR-FU-10000965,259.7,5,0.0,106.477
CA-2017-157931,FUR-CH-10000785,723.92,4,0.0,188.2192
CA-2016-115574,FUR-BO-10003441,141.372,2,0.3,-14.1372
US-2017-120418,FUR-CH-10001394,280.792,1,0.2,35.099
CA-2017-122035,FUR-CH-10003833,182.94,3,0.0,27.441
CA-2015-105102,FUR-BO-10004709,46.384,1,0.2,1.1596
US-2015-147739,FUR-FU-10001468,547.136,4,0.2,-68.392
US-2014-143231,FUR-FU-10002501,63.2,5,0.0,23.384
CA-2016-159373,FUR-TA-10004619,557.585,5,0.3,0.0
CA-2015-111514,FUR-BO-10002545,1552.831,7,0.15,200.9546
US-2014-148838,FUR-TA-10003473,1579.746,7,0.4,-447.5947
US-2014-148838,FUR-TA-10001950,1071.576,4,0.4,-553.6476
US-2014-148838,FUR-TA-10004175,613.908,3,0.4,-122.7816
US-2016-108637,FUR-FU-10004864,127.88,2,0.0,40.9216
CA-2014-102295,FUR-CH-10001714,120.712,1,0.2,-18.1068
US-2016-129469,FUR-FU-10002298,532.704,6,0.2,-26.6352
CA-2016-159940,FUR-FU-10004973,60.288,8,0.6,-27.1296
CA-2016-159940,FUR-CH-10000785,253.372,2,0.3,-14.4784
CA-2016-118052,FUR-FU-10004848,54.712,7,0.2,11.6263
US-2015-127040,FUR-FU-10002878,113.92,4,0.0,42.1504
US-2016-110170,FUR-BO-10000780,956.6648,7,0.32,-225.0976
CA-2017-155985,FUR-FU-10000758,211.84,8,0.0,76.2624
CA-2014-151295,FUR-TA-10002356,629.064,3,0.2,31.4532
CA-2016-156300,FUR-CH-10001714,754.45,5,0.0,60.356
CA-2015-146087,FUR-BO-10002824,301.96,2,0.0,60.392
US-2017-147669,FUR-TA-10002645,273.06,2,0.4,-104.673
CA-2016-169922,FUR-FU-10004415,12.544,7,0.6,-9.0944
CA-2017-129805,FUR-FU-10001935,7.4,2,0.0,3.034
CA-2014-148586,FUR-CH-10002439,366.786,7,0.1,65.2064
CA-2017-140053,FUR-FU-10003708,545.85,9,0.0,114.6285
CA-2014-164210,FUR-TA-10000849,145.98,2,0.5,-99.2664
CA-2017-139948,FUR-FU-10002597,7.904,2,0.2,2.1736
CA-2016-146934,FUR-TA-10003748,174.286,2,0.3,-19.9184
CA-2016-119165,FUR-CH-10000988,492.835,5,0.3,-14.081
US-2016-135923,FUR-FU-10002107,14.272,8,0.2,4.2816
US-2016-135923,FUR-BO-10002213,451.136,4,0.2,-67.6704
CA-2016-114972,FUR-CH-10001190,217.584,2,0.2,-29.9178
CA-2017-102750,FUR-TA-10000198,1322.352,3,0.2,-99.1764
CA-2017-126067,FUR-TA-10000617,1137.75,5,0.0,250.305
CA-2016-146206,FUR-TA-10004086,300.93,5,0.3,-34.392
CA-2014-136644,FUR-CH-10000225,647.84,8,0.0,32.392
CA-2014-143917,FUR-FU-10004351,77.92,8,0.0,34.2848
CA-2016-124506,FUR-CH-10004540,47.992,2,0.3,-2.0568
CA-2017-123134,FUR-FU-10003975,129.93,3,0.0,12.993
CA-2015-168746,FUR-CH-10000513,181.986,2,0.3,-54.5958
CA-2015-113404,FUR-CH-10003312,1348.704,6,0.2,-219.1644
CA-2015-113404,FUR-CH-10004086,700.152,3,0.2,78.7671
CA-2016-144792,FUR-FU-10002759,111.888,7,0.2,22.3776
US-2016-114174,FUR-BO-10003450,173.94,3,0.0,13.9152
CA-2017-108070,FUR-BO-10001337,102.833,1,0.15,-6.049
CA-2017-101042,FUR-FU-10004665,821.88,6,0.0,213.6888
US-2016-126844,FUR-FU-10004909,51.712,8,0.6,-32.32
CA-2015-147788,FUR-BO-10004357,1406.86,7,0.0,140.686
CA-2017-123967,FUR-TA-10003954,2665.62,9,0.0,239.9058
CA-2017-145128,FUR-FU-10000293,526.45,5,0.0,31.587
US-2014-155502,FUR-FU-10004587,62.82,3,0.0,30.7818
US-2014-155502,FUR-FU-10001847,12.42,3,0.0,4.4712
CA-2017-131695,FUR-FU-10002045,22.23,1,0.0,9.7812
US-2016-115455,FUR-FU-10004671,14.136,2,0.6,-7.7748
US-2016-115455,FUR-TA-10003569,601.47,3,0.5,-300.735
CA-2016-165848,FUR-BO-10000362,136.784,1,0.2,5.1294
CA-2016-165848,FUR-FU-10003878,61.12,4,0.0,20.7808
CA-2014-127446,FUR-TA-10000577,1218.735,5,0.3,-121.8735
CA-2014-127446,FUR-FU-10000221,6.096,3,0.6,-3.9624
CA-2016-137204,FUR-CH-10002304,41.568,2,0.2,2.598
CA-2014-147298,FUR-CH-10004886,230.28,3,0.2,23.028
US-2017-110604,FUR-FU-10000076,39.96,2,0.0,17.1828
US-2017-110604,FUR-CH-10002017,42.624,2,0.2,4.2624
US-2017-110604,FUR-CH-10004287,220.96,1,0.2,24.858
CA-2015-116750,FUR-FU-10003829,4.928,2,0.2,0.7392
CA-2017-108441,FUR-CH-10000595,858.24,4,0.1,143.04
CA-2016-149111,FUR-FU-10000206,18.624,8,0.2,6.2856
CA-2014-131002,FUR-FU-10004270,57.69,3,0.0,23.6529
CA-2014-131002,FUR-FU-10004665,821.88,6,0.0,213.6888
US-2016-146794,FUR-BO-10004467,424.9575,5,0.15,19.998
CA-2017-112515,FUR-BO-10003404,1292.94,3,0.0,77.5764
CA-2015-135538,FUR-CH-10004287,883.84,4,0.2,99.432
CA-2016-164784,FUR-TA-10004534,370.62,3,0.4,-142.071
US-2015-139759,FUR-CH-10002774,40.784,1,0.2,4.5882
CA-2014-126403,FUR-CH-10003761,785.88,6,0.0,212.1876
CA-2016-138079,FUR-FU-10001475,109.9,5,0.0,37.366
CA-2014-143182,FUR-FU-10004270,15.384,1,0.2,4.0383
CA-2014-145317,FUR-FU-10004270,30.768,2,0.2,8.0766
CA-2014-145317,FUR-FU-10001986,122.352,3,0.2,15.294
CA-2015-121797,FUR-FU-10001876,227.36,7,0.0,81.8496
CA-2017-132430,FUR-FU-10003577,45.888,4,0.2,9.1776
CA-2014-110030,FUR-FU-10002759,23.976,3,0.6,-14.3856
CA-2017-149888,FUR-TA-10000849,350.352,4,0.4,-140.1408
CA-2017-104801,FUR-FU-10004017,107.53,1,0.0,21.506
CA-2015-115798,FUR-BO-10004467,299.97,3,0.0,56.9943
CA-2014-149244,FUR-FU-10004671,35.34,2,0.0,13.4292
CA-2015-140144,FUR-FU-10002253,257.64,6,0.0,100.4796
CA-2014-155887,FUR-TA-10002228,700.056,3,0.3,-130.0104
US-2014-141257,FUR-CH-10002758,585.552,3,0.2,73.194
CA-2014-158029,FUR-CH-10000988,225.296,2,0.2,22.5296
CA-2016-146171,FUR-FU-10004270,76.92,4,0.0,31.5372
CA-2017-158967,FUR-FU-10001940,19.104,3,0.2,5.7312
CA-2015-138534,FUR-BO-10003159,195.466,2,0.15,-13.7976
CA-2017-108322,FUR-FU-10001935,23.68,8,0.2,6.216
CA-2015-149972,FUR-CH-10004997,601.536,4,0.2,0.0
US-2014-117744,FUR-FU-10001588,58.36,5,0.6,-24.803
US-2014-117744,FUR-FU-10002759,39.96,5,0.6,-23.976
CA-2014-154599,FUR-BO-10001337,308.499,3,0.15,-18.147
CA-2017-143329,FUR-FU-10000629,41.37,3,0.0,17.3754
CA-2015-122623,FUR-CH-10000553,47.516,2,0.3,-2.0364
CA-2015-148635,FUR-BO-10002213,704.9,5,0.0,56.392
CA-2015-148635,FUR-CH-10001854,561.568,2,0.2,28.0784
CA-2015-135685,FUR-FU-10001185,185.58,6,0.0,76.0878
CA-2015-135685,FUR-TA-10001520,214.11,3,0.0,36.3987
CA-2015-135685,FUR-TA-10000688,653.55,3,0.0,111.1035
CA-2015-104626,FUR-CH-10003817,60.74,1,0.0,15.185
CA-2015-104626,FUR-FU-10000308,124.36,2,0.0,27.3592
CA-2016-160500,FUR-TA-10003748,298.776,3,0.2,7.4694
US-2014-112914,FUR-BO-10003272,300.5328,2,0.32,-97.2312
US-2014-125521,FUR-CH-10003379,1139.92,4,0.0,284.98
US-2016-162852,FUR-CH-10004853,845.488,8,0.3,-12.0784
CA-2017-157854,FUR-FU-10003832,56.28,6,0.0,15.7584
CA-2016-136371,FUR-FU-10000409,14.98,1,0.0,6.8908
CA-2016-136371,FUR-FU-10000221,20.32,4,0.0,6.9088
CA-2016-128594,FUR-CH-10001215,1603.136,4,0.2,100.196
CA-2016-154690,FUR-CH-10000988,225.296,2,0.2,22.5296
CA-2017-138975,FUR-BO-10004695,1628.82,9,0.0,374.6286
CA-2017-143861,FUR-FU-10001546,17.088,2,0.2,1.068
CA-2014-148040,FUR-CH-10001482,314.352,3,0.2,-35.3646
US-2016-167339,FUR-CH-10004289,153.568,2,0.2,-5.7588
US-2016-167339,FUR-CH-10000785,1013.488,7,0.2,76.0116
CA-2016-130799,FUR-FU-10001852,6.96,4,0.0,2.2272
US-2016-159856,FUR-CH-10003396,307.92,5,0.2,-34.641
CA-2014-142727,FUR-CH-10002304,51.96,2,0.0,12.99
CA-2017-139913,FUR-FU-10000771,69.08,11,0.0,29.0136
US-2015-114839,FUR-CH-10004086,408.422,2,0.3,-5.8346
CA-2016-153577,FUR-CH-10003981,539.658,3,0.3,-7.7094
CA-2016-160129,FUR-FU-10002088,14.368,2,0.2,3.9512
CA-2016-160129,FUR-FU-10003976,70.448,7,0.2,12.3284
CA-2014-157721,FUR-FU-10002116,70.71,1,0.0,4.9497
CA-2017-128629,FUR-FU-10000771,18.84,3,0.0,7.9128
CA-2017-143434,FUR-FU-10002597,19.76,4,0.0,8.2992
CA-2015-168564,FUR-CH-10000785,144.784,1,0.2,10.8588
CA-2017-155880,FUR-CH-10000422,90.99,1,0.0,14.5584
CA-2017-155880,FUR-CH-10004675,1526.56,7,0.0,427.4368
CA-2017-155880,FUR-CH-10002880,368.97,3,0.0,40.5867
CA-2017-126242,FUR-FU-10002685,18.7,1,0.0,7.106
CA-2016-166443,FUR-FU-10004020,38.29,7,0.0,16.4647
CA-2017-169859,FUR-FU-10004963,26.25,3,0.0,11.025
CA-2017-134915,FUR-CH-10004875,113.888,2,0.2,9.9652
CA-2017-134915,FUR-FU-10000305,113.568,2,0.2,-5.6784
CA-2017-123638,FUR-CH-10002647,191.646,3,0.1,31.941
CA-2017-137428,FUR-CH-10002774,81.568,2,0.2,9.1764
CA-2017-137428,FUR-CH-10003817,97.184,2,0.2,6.074
CA-2017-137428,FUR-FU-10002445,18.96,2,0.0,7.584
CA-2014-162866,FUR-FU-10001473,32.952,6,0.6,-19.7712
CA-2017-167941,FUR-FU-10004671,28.272,2,0.2,6.3612
CA-2015-137512,FUR-TA-10001095,244.006,2,0.3,-31.3722
CA-2017-139773,FUR-CH-10001797,188.552,7,0.3,-2.6936
CA-2014-109232,FUR-CH-10000422,545.94,6,0.0,87.3504
CA-2015-139850,FUR-FU-10003623,43.296,2,0.2,4.3296
CA-2014-131310,FUR-CH-10001797,123.136,4,0.2,13.8528
US-2014-112872,FUR-TA-10003238,275.49,1,0.5,-170.8038
CA-2016-139269,FUR-FU-10000755,24.96,4,0.0,6.24
CA-2014-138317,FUR-FU-10000550,3.984,1,0.2,0.6474
CA-2016-124772,FUR-FU-10004748,191.82,3,0.0,74.8098
US-2015-138919,FUR-TA-10004154,344.22,2,0.4,-103.266
US-2016-160528,FUR-FU-10004973,22.608,3,0.6,-10.1736
CA-2015-123568,FUR-FU-10004090,66.69,3,0.0,22.0077
CA-2017-124674,FUR-BO-10002202,327.7328,2,0.32,-14.4588
CA-2017-169054,FUR-FU-10001488,254.352,3,0.2,0.0
CA-2017-116855,FUR-CH-10003846,504.9,5,0.0,80.784
CA-2015-168480,FUR-BO-10000468,194.32,4,0.0,31.0912
US-2016-114293,FUR-CH-10003833,195.136,4,0.2,-12.196
US-2015-123960,FUR-FU-10004666,29.16,2,0.0,10.7892
CA-2017-101749,FUR-TA-10001520,171.288,3,0.2,-6.4233
US-2016-147991,FUR-FU-10004270,16.72,5,0.2,3.344
CA-2017-149559,FUR-CH-10002320,2054.272,8,0.2,256.784
CA-2017-121419,FUR-TA-10004534,411.8,2,0.0,70.006
US-2017-148054,FUR-FU-10003247,41.96,2,0.0,2.9372
CA-2017-131492,FUR-FU-10003878,30.56,2,0.0,10.3904
CA-2017-131492,FUR-TA-10003837,24.368,2,0.2,-3.3506
CA-2014-119375,FUR-FU-10002379,124.41,3,0.0,14.9292
CA-2015-126137,FUR-BO-10004409,120.666,2,0.15,18.4548
CA-2014-143903,FUR-FU-10003724,16.74,5,0.6,-14.229
CA-2014-143903,FUR-CH-10002024,981.372,2,0.3,-140.196
CA-2017-118773,FUR-FU-10000550,3.984,2,0.6,-2.6892
US-2017-159205,FUR-FU-10001591,61.0,5,0.0,25.62
CA-2017-135692,FUR-BO-10002268,220.2656,4,0.32,-42.1096
CA-2017-131233,FUR-BO-10003441,242.352,3,0.2,9.0882
CA-2017-119578,FUR-BO-10003660,220.98,1,0.0,50.8254
CA-2016-150350,FUR-CH-10001973,532.704,6,0.2,-39.9528
CA-2015-121720,FUR-CH-10003312,1123.92,5,0.2,-182.637
CA-2015-121720,FUR-FU-10003464,48.672,3,0.2,7.3008
CA-2014-136399,FUR-FU-10004090,44.46,2,0.0,14.6718
CA-2014-136399,FUR-CH-10002602,241.568,2,0.2,18.1176
CA-2014-107916,FUR-FU-10004586,13.28,2,0.0,6.3744
CA-2017-164168,FUR-FU-10001756,22.848,3,0.6,-17.7072
US-2016-148110,FUR-CH-10002647,347.802,7,0.3,-24.843
CA-2017-131828,FUR-CH-10004495,963.136,4,0.2,108.3528
CA-2015-147830,FUR-FU-10004091,262.864,7,0.2,69.0018
CA-2015-139584,FUR-TA-10001539,284.364,2,0.4,-75.8304
CA-2016-146682,FUR-FU-10002671,67.0,5,0.0,32.16
CA-2016-138695,FUR-CH-10003833,390.272,8,0.2,-24.392
US-2016-133879,FUR-CH-10000665,528.43,5,0.3,0.0
US-2017-132059,FUR-BO-10001811,180.588,2,0.7,-240.784
CA-2017-105235,FUR-FU-10001487,20.94,3,0.0,6.0726
CA-2017-105235,FUR-FU-10000521,58.68,2,0.0,18.1908
CA-2014-164224,FUR-FU-10000308,149.232,3,0.2,3.7308
CA-2014-158372,FUR-FU-10000397,39.88,2,0.0,11.1664
CA-2014-158372,FUR-FU-10001867,53.2,5,0.0,14.896
CA-2017-131625,FUR-FU-10004960,114.9,5,0.0,39.066
CA-2016-140746,FUR-TA-10002903,181.797,1,0.3,-15.5826
US-2016-127971,FUR-CH-10003774,318.43,5,0.3,-77.333
US-2016-127971,FUR-FU-10000023,7.068,3,0.6,-2.8272
CA-2017-113355,FUR-CH-10002602,317.058,3,0.3,-18.1176
CA-2016-159730,FUR-CH-10004875,113.888,2,0.2,9.9652
CA-2017-119389,FUR-FU-10001473,60.312,3,0.2,5.2773
US-2016-161844,FUR-TA-10001676,79.974,3,0.4,-29.3238
CA-2015-146038,FUR-CH-10002774,203.92,5,0.2,22.941
CA-2014-159478,FUR-FU-10000221,15.24,3,0.0,5.1816
CA-2014-106264,FUR-FU-10001852,3.48,2,0.0,1.1136
US-2014-159926,FUR-FU-10001473,60.312,3,0.2,5.2773
CA-2016-162747,FUR-FU-10003691,86.45,7,0.0,38.038
US-2014-133130,FUR-CH-10002602,603.92,5,0.2,45.294
CA-2017-169978,FUR-CH-10002602,271.764,2,0.1,48.3136
CA-2017-161739,FUR-FU-10001468,341.96,5,0.6,-427.45
CA-2014-134551,FUR-CH-10004287,662.88,3,0.2,74.574
CA-2015-120810,FUR-FU-10002253,128.82,3,0.0,50.2398
CA-2017-122595,FUR-FU-10002963,2.032,1,0.6,-1.3208
US-2017-109253,FUR-FU-10000193,129.92,4,0.0,10.3936
US-2017-109253,FUR-TA-10001539,568.728,3,0.2,28.4364
CA-2016-145982,FUR-TA-10001307,244.615,1,0.3,20.967
US-2014-134733,FUR-BO-10002916,435.999,3,0.15,20.5176
US-2014-150434,FUR-TA-10004152,70.56,1,0.3,-4.032
US-2015-142020,FUR-FU-10000672,35.28,3,0.0,11.9952
CA-2016-130050,FUR-FU-10001940,9.552,3,0.6,-3.8208
CA-2014-115161,FUR-BO-10003966,290.666,2,0.15,3.4196
CA-2015-115511,FUR-BO-10002598,141.96,2,0.0,41.1684
CA-2015-161718,FUR-FU-10002445,28.44,3,0.0,11.376
CA-2015-161718,FUR-CH-10002372,364.41,5,0.1,8.098
CA-2015-161718,FUR-CH-10002965,361.764,2,0.1,68.3332
CA-2017-103156,FUR-FU-10000320,24.048,9,0.2,7.2144
CA-2015-130659,FUR-CH-10003535,384.174,7,0.1,29.8802
CA-2017-148404,FUR-TA-10001039,154.764,3,0.4,-36.1116
CA-2015-129700,FUR-FU-10001940,22.288,7,0.6,-8.9152
CA-2017-168739,FUR-FU-10003919,65.424,4,0.6,-52.3392
US-2014-150119,FUR-CH-10002965,281.372,2,0.3,-12.0588
US-2014-150119,FUR-CH-10002965,281.372,2,0.3,-12.0588
US-2014-150119,FUR-FU-10002191,22.336,4,0.2,7.8176
CA-2015-150791,FUR-CH-10000665,271.764,2,0.1,60.392
CA-2015-153381,FUR-CH-10000988,1408.1,10,0.0,394.268
US-2017-111024,FUR-TA-10002041,215.148,2,0.4,-103.9882
CA-2017-148264,FUR-FU-10002703,128.9,2,0.0,15.468
US-2015-100531,FUR-FU-10003849,24.288,3,0.6,-12.7512
CA-2017-152583,FUR-FU-10003849,16.192,2,0.6,-8.5008
CA-2017-152583,FUR-TA-10002041,251.006,2,0.3,-68.1302
CA-2017-136448,FUR-FU-10003832,22.512,3,0.2,2.2512
US-2015-147242,FUR-BO-10004695,361.96,2,0.0,83.2508
CA-2016-146143,FUR-FU-10002045,133.38,6,0.0,58.6872
US-2016-150035,FUR-FU-10003724,16.74,2,0.0,4.3524
CA-2017-111815,FUR-CH-10000785,180.98,1,0.0,47.0548
CA-2016-131289,FUR-TA-10003954,1421.664,6,0.2,-195.4788
CA-2014-124023,FUR-FU-10004415,8.96,2,0.0,2.7776
CA-2014-124688,FUR-FU-10002456,29.12,4,0.0,12.5216
CA-2014-124688,FUR-TA-10003569,1202.94,3,0.0,300.735
CA-2015-157322,FUR-CH-10004086,408.422,2,0.3,-5.8346
CA-2015-157322,FUR-CH-10003774,382.116,6,0.3,-92.7996
CA-2017-142034,FUR-CH-10000665,603.92,4,0.0,181.176
CA-2016-107328,FUR-TA-10001932,513.024,2,0.2,12.8256
CA-2014-166863,FUR-BO-10001608,193.0656,4,0.32,-19.8744
CA-2017-140326,FUR-BO-10000112,825.174,9,0.3,-117.882
CA-2015-124975,FUR-TA-10002645,796.425,7,0.5,-525.6405
CA-2016-157511,FUR-FU-10002107,5.352,3,0.2,1.6056
CA-2016-157511,FUR-CH-10002647,99.372,2,0.3,-7.098
CA-2017-155292,FUR-CH-10000553,33.94,1,0.0,9.1638
CA-2016-152555,FUR-CH-10002965,844.116,6,0.3,-36.1764
CA-2016-137176,FUR-FU-10003832,15.008,4,0.6,-12.0064
CA-2016-104157,FUR-TA-10004915,2430.08,8,0.0,388.8128
CA-2015-121650,FUR-TA-10003569,801.96,2,0.0,200.49
CA-2015-121650,FUR-CH-10004289,191.96,2,0.0,32.6332
CA-2014-102869,FUR-FU-10002456,17.472,3,0.2,5.0232
CA-2014-159835,FUR-CH-10004997,657.93,5,0.3,-93.99
CA-2017-112956,FUR-FU-10003976,25.16,2,0.0,8.5544
CA-2017-112956,FUR-FU-10004960,91.92,4,0.0,31.2528
CA-2017-112529,FUR-TA-10002622,718.116,6,0.3,-71.8116
CA-2014-159184,FUR-FU-10002878,142.4,5,0.0,52.688
CA-2017-113530,FUR-CH-10002647,681.408,12,0.2,42.588
CA-2016-145177,FUR-FU-10000758,148.288,7,0.2,29.6576
CA-2015-128083,FUR-FU-10003194,30.88,4,0.2,3.86
CA-2015-128083,FUR-FU-10001731,6.408,3,0.2,1.4418
CA-2017-154109,FUR-CH-10003774,127.372,2,0.3,-30.9332
CA-2015-156440,FUR-FU-10004090,44.46,2,0.0,14.6718
CA-2015-132626,FUR-FU-10002918,181.96,2,0.0,20.0156
US-2015-131359,FUR-FU-10003026,15.488,4,0.2,3.6784
CA-2015-151680,FUR-FU-10000305,141.96,2,0.0,22.7136
CA-2017-169411,FUR-FU-10001602,37.93,1,0.0,6.8274
CA-2016-126543,FUR-FU-10002445,15.168,2,0.2,3.792
CA-2014-120544,FUR-FU-10001940,6.368,2,0.6,-2.5472
CA-2017-113670,FUR-TA-10001705,510.24,3,0.2,6.378
CA-2017-166198,FUR-FU-10004622,162.6,3,0.0,34.146
CA-2014-135608,FUR-CH-10002602,603.92,5,0.2,45.294
CA-2016-151155,FUR-FU-10001918,18.92,4,0.0,7.3788
CA-2017-168193,FUR-FU-10002554,71.97,3,0.0,16.5531
CA-2016-149979,FUR-CH-10002084,368.97,3,0.0,81.1734
CA-2017-161956,FUR-FU-10002937,198.46,2,0.0,99.23
CA-2017-161956,FUR-CH-10004886,230.28,3,0.2,23.028
CA-2016-116799,FUR-CH-10004983,563.43,5,0.3,-56.343
CA-2015-167745,FUR-FU-10001591,24.4,2,0.0,10.248
CA-2016-156251,FUR-BO-10001337,241.96,2,0.0,24.196
CA-2016-163153,FUR-TA-10004767,99.372,2,0.3,-1.4196
CA-2014-153913,FUR-CH-10000988,1013.832,9,0.2,101.3832
CA-2016-155530,FUR-TA-10004256,2003.52,6,0.2,-325.572
CA-2015-107937,FUR-FU-10002298,665.88,6,0.0,106.5408
US-2014-117163,FUR-TA-10003469,333.0,3,0.2,-16.65
CA-2017-147760,FUR-TA-10004575,523.764,3,0.4,-192.0468
CA-2016-156503,FUR-CH-10003606,102.592,1,0.2,10.2592
CA-2015-113628,FUR-CH-10003298,523.92,5,0.2,-72.039
CA-2015-113628,FUR-CH-10004477,146.136,3,0.2,16.4403
CA-2015-102582,FUR-TA-10003569,801.96,2,0.0,200.49
CA-2015-102582,FUR-CH-10004853,1056.86,7,0.0,306.4894
CA-2017-141873,FUR-BO-10003034,314.352,3,0.2,-15.7176
CA-2017-141733,FUR-CH-10004086,1458.65,5,0.0,423.0085
CA-2017-141733,FUR-CH-10002017,26.64,1,0.0,7.4592
CA-2017-141733,FUR-CH-10000595,476.8,2,0.0,119.2
US-2015-111927,FUR-FU-10004017,76.14,3,0.0,26.649
CA-2014-105984,FUR-CH-10000847,611.058,3,0.3,-34.9176
